,id,date,price,zipcode,median_price_zipcode,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,sqft_above,sqft_basement,yr_built,yr_renovated,option_buy
40,2599001200,2014-11-03,305000.0,98092,309780.0,5,2.25,2660,8400,1.5,no,5,2660.0,0,1961,0,buy
41,1332700270,2014-05-19,215000.0,98056,380000.0,2,2.25,1610,2040,2.0,no,4,1610.0,0,1979,0,buy
42,3869900162,2014-09-04,335000.0,98136,489950.0,2,1.75,1030,1066,2.0,no,3,765.0,265,2006,0,buy
43,2791500270,2014-05-22,243500.0,98023,268450.0,4,2.5,1980,7403,2.0,no,3,1980.0,0,1988,0,buy
44,4168000060,2015-02-26,153000.0,98023,268450.0,3,1.0,1200,10500,1.0,no,3,1200.0,0,1962,0,buy
45,6021501535,2014-07-25,430000.0,98117,544000.0,3,1.5,1580,5000,1.0,no,3,1290.0,290,1939,0,buy
46,1483300570,2014-09-08,905000.0,98040,993750.0,4,2.5,3300,10250,1.0,no,3,2390.0,910,1946,1991,buy
47,3422049190,2015-03-30,247500.0,98032,249000.0,3,1.75,1960,15681,1.0,no,3,1960.0,0,1967,0,buy
48,1099611230,2014-09-12,199000.0,98023,268450.0,4,1.5,1160,6400,1.0,no,4,1160.0,0,1975,0,buy
49,722079104,2014-07-11,314000.0,98038,342000.0,3,1.75,1810,41800,1.0,no,5,1210.0,600,1980,0,buy
50,2450000295,2014-10-07,1088000.0,98004,1150000.0,3,2.5,2920,8113,2.0,no,3,2920.0,0,1950,2010,buy
51,6197800045,2014-09-24,290000.0,98058,335000.0,3,1.0,1210,33919,1.0,no,3,1210.0,0,1954,0,buy
52,546000875,2014-05-23,460000.0,98117,544000.0,3,1.0,1670,4005,1.5,no,4,1170.0,500,1939,0,buy
53,3530510041,2014-07-23,188500.0,98198,265000.0,2,1.75,1240,2493,1.0,no,4,1240.0,0,1985,0,buy
54,3134100116,2014-08-27,470000.0,98052,615000.0,5,1.75,2030,12342,2.0,no,4,2030.0,0,1942,0,buy
55,2525310310,2014-09-16,272500.0,98038,342000.0,3,1.75,1540,12600,1.0,no,4,1160.0,380,1980,0,buy
56,6126500060,2014-11-24,329950.0,98108,342500.0,3,1.75,2080,5969,1.0,no,3,1080.0,1000,1971,0,buy
57,3362400431,2014-06-26,518500.0,98103,550000.0,3,3.5,1590,1102,3.0,no,3,1590.0,0,2010,0,buy
58,4060000240,2014-06-23,205425.0,98178,278277.0,2,1.0,880,6780,1.0,no,4,880.0,0,1945,0,buy
59,3454800060,2015-01-08,171800.0,98168,235000.0,4,2.0,1570,9600,1.0,no,3,1570.0,0,1950,0,buy
60,6675500070,2014-11-19,391500.0,98034,445950.0,3,2.0,1450,9132,1.0,no,3,1450.0,0,1987,0,buy
61,3626039187,2015-04-06,395000.0,98117,544000.0,2,1.0,770,6000,1.0,no,3,770.0,0,1953,0,buy
62,8732020310,2014-07-17,260000.0,98023,268450.0,4,2.25,2160,8811,1.0,no,3,1360.0,800,1978,0,buy
63,7853210060,2015-04-06,430000.0,98065,500000.0,4,2.5,2070,4310,2.0,no,3,2070.0,0,2004,0,buy
64,3668000070,2015-01-05,212000.0,98092,309780.0,3,1.75,1060,7875,1.0,no,4,1060.0,0,1986,0,buy
65,8929000270,2014-05-12,453246.0,98029,575000.0,3,2.5,2010,2287,2.0,no,3,1390.0,620,2014,0,buy
66,921049315,2014-08-13,199000.0,98003,267475.0,3,1.75,1320,17390,1.0,no,4,1320.0,0,1956,0,buy
67,3655000070,2014-08-05,220000.0,98003,267475.0,4,1.75,2020,7840,1.0,no,3,1010.0,1010,1968,0,buy
68,3992700335,2014-07-07,382500.0,98125,425000.0,2,1.0,1190,4440,1.0,no,3,1190.0,0,1981,0,buy
69,2767603505,2014-05-07,519950.0,98107,529950.0,3,2.25,1170,1249,3.0,no,3,1170.0,0,2014,0,buy
70,4232901525,2014-06-27,665000.0,98119,744975.0,2,1.0,1110,3200,1.0,no,3,1110.0,0,1925,0,buy
71,1777500060,2014-07-08,527700.0,98006,760184.5,5,2.5,2820,9375,1.0,no,4,1550.0,1270,1968,0,buy
72,1432900240,2015-05-08,205000.0,98058,335000.0,3,1.0,1610,8579,1.0,no,4,1010.0,600,1962,0,buy
73,6071600370,2015-02-27,500000.0,98006,760184.5,4,2.25,2030,8517,1.0,no,4,1380.0,650,1961,0,buy
74,3224079105,2014-08-06,430000.0,98027,570500.0,2,2.5,2420,60984,2.0,no,3,2420.0,0,2007,0,buy
75,1994200024,2014-11-04,511000.0,98103,550000.0,3,1.0,1430,3455,1.0,no,3,980.0,450,1947,0,buy
76,3362900810,2014-08-20,532170.0,98103,550000.0,3,2.0,1360,3090,2.0,no,3,1360.0,0,1990,0,buy
77,7920100045,2014-05-16,350000.0,98115,567000.0,1,1.0,700,5100,1.0,no,3,700.0,0,1942,0,buy
78,8960000030,2014-07-28,215000.0,98058,335000.0,3,1.0,1180,7669,1.0,no,4,1180.0,0,1967,0,buy
79,8029200135,2014-11-13,247000.0,98022,279500.0,3,2.0,1270,7198,1.5,no,3,1270.0,0,1916,2013,buy
80,1081200350,2014-10-03,320000.0,98059,435000.0,4,1.75,1760,11180,1.0,no,4,1760.0,0,1968,0,buy
81,84000105,2014-05-07,255000.0,98146,305000.0,5,2.25,2060,8632,1.0,no,3,1030.0,1030,1962,0,buy
82,3756500060,2015-03-09,438000.0,98034,445950.0,3,1.75,1780,9660,1.0,no,3,1780.0,0,1962,0,buy
83,3574800520,2014-06-20,441000.0,98034,445950.0,3,2.75,1910,7280,1.0,no,3,1160.0,750,1979,0,buy
84,2617300160,2014-08-12,420000.0,98027,570500.0,3,2.0,2020,38332,1.0,no,4,1010.0,1010,1975,0,buy
85,2558660270,2014-12-08,370000.0,98034,445950.0,3,1.75,1580,7000,1.0,no,3,1180.0,400,1976,0,buy
86,1755700060,2014-06-11,371500.0,98133,375000.0,3,2.0,1370,8336,1.0,no,5,1370.0,0,1964,0,buy
87,4330600435,2015-03-16,284000.0,98166,390000.0,3,1.75,1560,21000,1.0,no,3,1560.0,0,1954,0,buy
88,1999700045,2014-05-02,313000.0,98133,375000.0,3,1.5,1340,7912,1.5,no,3,1340.0,0,1955,0,buy
89,1687900520,2014-09-29,673000.0,98006,760184.5,4,2.25,2590,8190,2.0,no,4,2590.0,0,1980,0,buy
90,7234600798,2015-02-10,425000.0,98122,572000.0,3,2.5,1120,1100,2.0,no,3,820.0,300,2008,0,buy
91,3881900445,2014-07-09,399950.0,98144,450000.0,5,2.75,1970,5400,1.0,no,3,1320.0,650,1986,0,buy
92,2254502445,2014-05-30,385000.0,98122,572000.0,3,1.0,1220,4800,1.0,no,3,1220.0,0,1901,0,buy
93,5437810320,2014-11-17,269950.0,98022,279500.0,3,1.5,1950,7560,1.0,no,4,1320.0,630,1975,0,buy
94,9158100075,2015-01-07,330000.0,98177,554000.0,2,1.0,1350,8220,1.0,no,3,1060.0,290,1949,0,buy
95,3830630310,2014-07-25,260000.0,98030,282255.0,3,2.5,1670,5797,2.0,no,3,1670.0,0,1988,0,buy
96,6661200320,2014-07-23,163500.0,98038,342000.0,2,1.5,1050,3419,2.0,no,3,1050.0,0,1996,0,buy
97,1954440060,2014-05-05,560000.0,98074,642000.0,3,2.5,1900,8744,2.0,no,3,1900.0,0,1987,0,buy
98,1115810060,2014-12-05,585188.0,98052,615000.0,3,2.25,2230,10026,1.0,no,3,1430.0,800,1975,0,buy
99,9477200200,2014-08-18,305000.0,98034,445950.0,3,1.75,1650,9480,1.0,no,3,1220.0,430,1977,0,buy
100,1432600560,2014-11-05,166950.0,98058,335000.0,3,1.0,1190,8820,1.0,no,3,1190.0,0,1959,0,buy
101,2287000060,2014-09-12,799000.0,98040,993750.0,3,2.5,2140,9897,1.0,no,4,2140.0,0,1959,0,buy
102,3996900125,2014-12-01,230000.0,98155,375000.0,3,1.0,1060,10228,1.0,no,3,1060.0,0,1948,0,buy
103,7796450200,2014-05-15,256883.0,98023,268450.0,3,2.5,1690,5025,2.0,no,3,1690.0,0,2003,0,buy
104,2824079053,2015-01-13,440000.0,98024,460000.0,3,2.5,1910,66211,2.0,no,3,1910.0,0,1997,0,buy
105,3542300060,2015-03-11,210000.0,98056,380000.0,3,1.0,860,11725,1.0,no,4,860.0,0,1943,0,buy
106,7551300060,2014-07-16,470000.0,98107,529950.0,3,1.0,1010,5000,1.0,no,3,1010.0,0,1952,0,buy
107,100600550,2014-08-04,226500.0,98023,268450.0,3,1.5,1300,7370,1.0,no,4,900.0,400,1976,0,buy
108,3211100860,2015-03-03,274250.0,98059,435000.0,3,1.0,910,8450,1.0,no,4,910.0,0,1962,0,buy
109,3456000310,2014-08-04,840000.0,98040,993750.0,4,1.75,2480,11010,1.0,no,4,1630.0,850,1966,0,buy
110,7465900060,2015-02-05,425000.0,98116,562750.0,3,1.0,1010,5864,1.0,no,3,1010.0,0,1915,0,buy
111,1222000055,2014-11-23,180250.0,98166,390000.0,2,0.75,900,9600,1.0,no,3,900.0,0,1941,0,buy
112,2310030510,2015-04-22,320000.0,98038,342000.0,4,2.25,1550,7579,2.0,no,3,1550.0,0,1993,0,buy
113,1025049114,2014-07-17,625504.0,98105,675000.0,3,2.25,1270,1566,2.0,no,3,1060.0,210,2014,0,buy
114,8677300550,2014-05-15,592500.0,98074,642000.0,4,2.5,2240,12032,1.0,no,3,2240.0,0,1983,0,buy
115,7611200125,2014-10-23,467000.0,98177,554000.0,2,1.5,1320,10800,1.0,no,4,1320.0,0,1947,0,buy
116,5611500140,2014-08-22,686000.0,98075,739999.0,4,2.5,2760,6440,2.0,no,3,2760.0,0,1999,0,buy
117,705700390,2014-09-03,328000.0,98038,342000.0,3,2.25,2020,8379,2.0,no,3,2020.0,0,1994,0,buy
118,8682281200,2015-03-09,479950.0,98053,635000.0,2,2.0,1510,6516,1.0,no,3,1510.0,0,2005,0,buy
119,7972000200,2014-05-29,264950.0,98023,268450.0,4,2.25,1720,9753,1.0,no,4,1120.0,600,1978,0,buy
120,722059070,2015-01-15,235000.0,98031,288200.0,3,1.0,1430,15246,1.0,no,4,980.0,450,1961,0,buy
121,7202340400,2015-03-03,516500.0,98053,635000.0,3,2.5,1480,4729,2.0,no,3,1480.0,0,2004,0,buy
122,943100260,2014-11-20,213000.0,98024,460000.0,2,1.0,1000,10200,1.0,no,3,1000.0,0,1961,0,buy
123,7228500560,2015-03-20,410000.0,98122,572000.0,4,1.0,1970,4740,1.5,no,3,1670.0,300,1904,2005,buy
124,3584000310,2014-12-08,225000.0,98003,267475.0,3,1.75,1430,8505,1.0,no,4,1430.0,0,1968,0,buy
125,8150100045,2014-10-01,210000.0,98126,395750.0,2,1.0,830,6000,1.0,no,3,830.0,0,1940,0,buy
126,6131600075,2015-04-27,225000.0,98002,235000.0,3,1.0,1300,8316,1.0,no,4,1300.0,0,1954,0,buy
127,9468200125,2014-08-26,480000.0,98103,550000.0,2,1.0,1030,3060,1.0,no,4,790.0,240,1918,0,buy
128,7899800890,2015-02-26,181000.0,98106,315000.0,2,1.5,720,5120,1.0,no,3,720.0,0,1954,0,buy
129,3797001895,2015-04-22,481000.0,98103,550000.0,3,1.75,1560,3000,1.0,no,4,770.0,790,1918,0,buy
130,1105000588,2015-04-21,349500.0,98118,367500.0,3,1.0,1400,3538,1.0,no,3,800.0,600,1953,0,buy
131,3830630060,2014-09-29,245000.0,98030,282255.0,3,2.5,1730,7442,2.0,no,3,1730.0,0,1987,0,buy
132,5127001620,2015-02-11,315000.0,98059,435000.0,3,1.75,1580,11455,1.0,no,4,1200.0,380,1974,0,buy
133,9407100800,2014-11-24,255000.0,98045,399500.0,3,1.0,1230,10170,1.0,no,3,1230.0,0,1979,0,buy
134,8722101360,2014-12-02,780000.0,98112,915000.0,3,1.0,1660,4400,1.5,no,3,1460.0,200,1911,0,buy
135,8644000060,2014-10-24,237000.0,98198,265000.0,3,1.75,1270,8470,1.0,no,4,1270.0,0,1960,0,buy
136,3325069129,2014-12-16,525000.0,98074,642000.0,3,2.25,2100,40510,2.0,no,3,1320.0,780,1979,0,buy
137,1400300055,2015-04-28,425000.0,98144,450000.0,2,1.0,770,5040,1.0,no,3,770.0,0,1930,0,buy
138,2123039032,2014-10-27,369900.0,98070,463750.0,1,0.75,760,10079,1.0,yes,5,760.0,0,1936,0,buy
139,3438500192,2014-09-29,285000.0,98106,315000.0,3,1.0,1120,10701,1.0,no,3,1120.0,0,1954,0,buy
140,7974200510,2014-08-14,415000.0,98115,567000.0,2,1.0,1070,4500,1.0,no,3,1070.0,0,1937,0,buy
141,1745100140,2014-10-17,210000.0,98003,267475.0,3,1.0,1700,11390,1.0,no,4,1700.0,0,1967,0,buy
142,2976800796,2014-09-25,236000.0,98178,278277.0,3,1.0,1300,5898,1.0,no,3,1300.0,0,1961,0,buy
143,4235400186,2014-11-24,331000.0,98199,689800.0,3,1.75,1080,1306,1.0,no,3,580.0,500,1954,2003,buy
144,6874200960,2015-02-27,170000.0,98178,278277.0,2,1.0,860,5265,1.0,no,3,860.0,0,1931,0,buy
145,5634500392,2015-04-10,330000.0,98028,445000.0,3,3.0,2420,13959,1.0,no,4,1740.0,680,1988,0,buy
146,7214810350,2014-10-17,467000.0,98072,515000.0,5,2.25,2500,13500,1.0,no,3,1850.0,650,1979,0,buy
147,6647200060,2015-02-09,405000.0,98034,445950.0,3,1.75,1670,6720,1.0,no,3,1140.0,530,1980,0,buy
148,9552700140,2014-07-02,675000.0,98006,760184.5,5,2.25,2900,10300,1.0,no,3,1450.0,1450,1985,0,buy
149,2200500350,2014-08-12,500000.0,98006,760184.5,2,1.0,1640,14100,1.0,no,4,1140.0,500,1954,0,buy
150,6113400046,2014-07-23,389999.0,98166,390000.0,4,2.5,1890,15770,2.0,no,4,1890.0,0,1968,0,buy
151,5468730030,2014-08-22,265000.0,98042,292000.0,3,2.0,1320,8959,1.0,no,3,1320.0,0,1993,0,buy
152,5104530560,2015-04-01,208633.0,98038,342000.0,3,2.5,2040,3810,2.0,no,3,2040.0,0,2006,0,buy
153,4330600350,2015-01-15,315000.0,98166,390000.0,3,2.25,2200,8750,1.0,no,4,1120.0,1080,1964,0,buy
154,5016001535,2015-02-17,725000.0,98112,915000.0,3,1.75,1920,3300,1.0,no,4,960.0,960,1913,0,buy
155,7280300196,2015-04-03,550000.0,98177,554000.0,4,2.75,1800,7750,1.0,no,4,1400.0,400,1965,0,buy
156,8651520400,2014-06-12,610750.0,98074,642000.0,4,2.25,2180,7297,2.0,no,3,2180.0,0,1984,0,buy
157,7171200445,2015-02-28,550700.0,98105,675000.0,2,1.0,1010,5000,1.5,no,4,1010.0,0,1908,0,buy
158,7994700030,2014-10-23,201000.0,98065,500000.0,5,1.75,1660,78408,1.5,no,3,1660.0,0,1915,0,buy
159,1328320800,2014-11-05,305000.0,98058,335000.0,4,2.25,1950,7700,1.0,no,3,1350.0,600,1979,0,buy
160,9521101455,2014-07-23,548000.0,98103,550000.0,2,1.0,1470,3864,1.0,no,4,1170.0,300,1916,0,buy
161,4337000335,2014-11-22,268750.0,98166,390000.0,4,1.0,800,8775,1.0,no,3,800.0,0,1943,0,buy
162,2597650240,2014-10-23,520000.0,98027,570500.0,3,2.25,2030,16200,2.0,no,3,2030.0,0,1984,0,buy
163,3353400435,2014-07-21,230000.0,98001,260000.0,3,2.0,1450,11204,1.0,no,3,1450.0,0,2003,0,buy
164,7972000240,2015-02-02,240000.0,98023,268450.0,3,1.75,1510,10248,1.0,no,3,1510.0,0,1969,0,buy
165,7520000520,2014-09-05,232000.0,98146,305000.0,2,1.0,1240,12092,1.0,no,3,960.0,280,1922,1984,buy
166,7520000520,2015-03-11,240500.0,98146,305000.0,2,1.0,1240,12092,1.0,no,3,960.0,280,1922,1984,buy
167,3530210260,2014-10-27,274975.0,98077,652475.0,3,2.5,3030,45004,2.0,no,3,3030.0,0,1987,0,buy
168,191100045,2014-07-03,940000.0,98040,993750.0,4,2.0,2490,9525,2.0,no,5,2490.0,0,1968,0,buy
169,5009600070,2014-10-07,260000.0,98038,342000.0,4,2.5,1960,5238,2.0,no,3,1960.0,0,2003,0,buy
170,405100295,2014-08-26,265000.0,98133,375000.0,3,1.75,1420,8250,1.0,no,3,1420.0,0,1954,0,buy
171,4268200055,2015-05-01,245000.0,98178,278277.0,3,1.75,1740,11547,1.0,no,3,1740.0,0,1954,0,buy
172,3126069068,2015-04-24,485000.0,98052,615000.0,4,1.75,2560,43995,2.0,no,4,2560.0,0,1962,0,buy
173,7004200060,2014-10-17,309600.0,98070,463750.0,4,1.75,1275,20000,1.0,no,4,1275.0,0,1991,0,buy
174,3969300030,2014-07-23,165000.0,98178,278277.0,4,1.0,1000,7134,1.0,no,3,1000.0,0,1943,0,buy
175,3969300030,2014-12-29,239900.0,98178,278277.0,4,1.0,1000,7134,1.0,no,3,1000.0,0,1943,0,buy
176,4048400070,2014-12-05,320000.0,98059,435000.0,2,1.0,1070,32633,1.0,no,4,1070.0,0,1930,0,buy
177,808000070,2014-10-21,206600.0,98030,282255.0,3,2.0,1390,13464,1.0,no,4,1390.0,0,1987,0,buy
178,7325600160,2014-06-04,299000.0,98014,415000.0,1,0.75,560,12120,1.0,no,3,560.0,0,1967,0,buy
179,2757000030,2014-09-22,855000.0,98040,993750.0,4,2.75,2270,10460,2.0,no,3,2270.0,0,1965,0,buy
180,616000140,2015-01-26,315000.0,98166,390000.0,3,1.0,1900,14400,1.0,no,4,1300.0,600,1954,0,buy
181,3363900111,2014-12-03,437500.0,98103,550000.0,2,1.0,990,3120,1.0,no,5,790.0,200,1907,0,buy
182,9262800171,2015-03-24,252000.0,98001,260000.0,4,1.5,1550,19800,1.0,no,4,1050.0,500,1969,0,buy
183,5416510830,2014-08-06,300000.0,98038,342000.0,4,2.5,1910,4862,2.0,no,3,1910.0,0,2005,0,buy
184,2201500030,2014-10-06,420000.0,98006,760184.5,4,1.0,1750,9600,1.5,no,4,1750.0,0,1954,0,buy
185,3211290370,2014-06-05,463000.0,98053,635000.0,3,2.5,1640,29970,2.0,no,3,1640.0,0,1992,0,buy
186,1072010350,2014-08-28,380000.0,98059,435000.0,5,2.5,2760,11340,2.0,no,4,2760.0,0,1978,0,buy
187,8856950070,2014-12-10,329500.0,98038,342000.0,4,2.5,1820,7912,2.0,no,3,1820.0,0,1994,0,buy
188,925059078,2014-08-19,604950.0,98033,678350.0,3,2.5,2110,5608,1.0,no,3,1340.0,770,2013,0,buy
189,3291800710,2014-11-20,338000.0,98056,380000.0,4,3.0,2090,7500,1.0,no,3,1370.0,720,1986,0,buy
190,6838700060,2014-12-04,280000.0,98056,380000.0,3,2.25,1430,7222,2.0,no,3,1430.0,0,1993,0,buy
191,2231500030,2014-10-01,315000.0,98133,375000.0,4,2.25,2180,10754,1.0,no,5,1100.0,1080,1954,0,buy
192,8155830060,2014-08-11,297000.0,98056,380000.0,3,2.25,1450,7562,2.0,no,3,1450.0,0,1994,0,buy
193,98020310,2014-05-20,730000.0,98075,739999.0,4,2.5,3230,7331,2.0,no,3,3230.0,0,2004,0,buy
194,1545804860,2014-10-27,275000.0,98038,342000.0,3,3.0,1590,7750,1.0,no,3,1060.0,530,1997,0,buy
195,7132300695,2015-04-21,435000.0,98144,450000.0,3,1.5,1300,3348,1.5,no,3,1300.0,0,1904,2014,buy
196,808300310,2015-03-13,389000.0,98019,401250.0,4,2.25,2130,5337,2.0,no,3,2130.0,0,2001,0,buy
197,8563040160,2015-01-21,560000.0,98052,615000.0,4,2.25,2550,7800,1.0,no,3,1580.0,970,1968,0,buy
198,8651600160,2014-11-11,799000.0,98040,993750.0,4,2.25,2510,11585,2.0,no,4,2510.0,0,1969,0,buy
199,9517200030,2014-06-25,365500.0,98072,515000.0,3,2.0,1410,9600,1.0,no,4,1410.0,0,1983,0,buy
200,2460700700,2014-05-15,252350.0,98058,335000.0,3,2.0,1650,7352,1.0,no,3,1160.0,490,1979,0,buy
201,2890100060,2014-08-01,385000.0,98177,554000.0,4,1.5,2040,10726,1.0,no,3,1380.0,660,1954,0,buy
202,8857320070,2014-09-17,490000.0,98008,545000.0,3,2.75,1980,3128,2.0,no,4,1980.0,0,1979,0,buy
203,4047200695,2014-06-18,330000.0,98019,401250.0,3,2.5,1600,26977,2.0,no,3,1600.0,0,2005,0,buy
204,1653500070,2014-05-12,927000.0,98004,1150000.0,4,2.75,3300,12090,2.0,no,3,3300.0,0,1953,0,buy
205,3649100320,2015-04-30,330000.0,98028,445000.0,2,1.0,1220,10000,1.0,no,5,1220.0,0,1950,0,buy
206,7375300160,2015-03-09,530000.0,98008,545000.0,5,2.25,2720,8800,1.0,no,4,1500.0,1220,1958,0,buy
207,2473251090,2014-06-19,269900.0,98058,335000.0,4,1.75,1530,8750,1.5,no,4,1530.0,0,1968,0,buy
208,9126100861,2015-03-06,557000.0,98122,572000.0,3,3.5,1710,2096,2.0,no,3,1290.0,420,2008,0,buy
209,6021501685,2015-04-22,352000.0,98117,544000.0,2,1.0,940,5000,1.0,no,4,940.0,0,1937,0,buy
210,8856950240,2014-06-18,322500.0,98038,342000.0,4,2.5,1820,6753,2.0,no,3,1820.0,0,1994,0,buy
211,7821200390,2014-08-06,450000.0,98103,550000.0,3,2.0,1290,1213,3.0,no,3,1290.0,0,2001,0,buy
212,8078520310,2015-04-17,278500.0,98092,309780.0,3,2.0,1570,5250,1.0,no,3,1570.0,0,1998,0,buy
213,6700400140,2015-03-18,268000.0,98031,288200.0,3,2.5,1550,8134,2.0,no,3,1550.0,0,1991,0,buy
214,1774220160,2014-11-04,632925.0,98077,652475.0,3,2.5,2990,32239,2.0,no,4,2990.0,0,1978,0,buy
215,3426059070,2014-09-09,570000.0,98052,615000.0,3,1.75,2910,37461,1.0,no,4,1530.0,1380,1967,0,buy
216,8724300030,2014-12-23,355000.0,98019,401250.0,3,2.25,1860,5028,2.0,no,3,1860.0,0,2012,0,buy
217,625049299,2014-12-03,482000.0,98103,550000.0,2,1.0,950,3960,1.0,no,3,950.0,0,1941,0,buy
218,6073200075,2014-07-30,625000.0,98006,760184.5,3,1.75,1600,9135,1.0,no,5,1600.0,0,1955,0,buy
219,7942600310,2014-07-17,375000.0,98122,572000.0,2,1.0,940,5120,1.0,no,3,940.0,0,1909,0,buy
220,1545808560,2015-04-03,245000.0,98038,342000.0,3,2.5,1530,8500,1.0,no,5,1030.0,500,1996,0,buy
221,936000060,2014-11-14,310000.0,98166,390000.0,5,1.75,2190,27260,1.0,no,4,2190.0,0,1947,1974,buy
222,3754700160,2014-05-06,397000.0,98034,445950.0,4,2.0,1440,7680,1.0,no,3,1200.0,240,1971,0,buy
